user_id,signup_time,name,email,email_domain,ip_address,device_id,device_os,payment_token,area,payment_country,is_repeat_user,ring_id
u_3587,2026-01-01 21:04:59,rahul wang,rahul.wang@proton.me,proton.me,179.157.149.124,1b444066ce34759d,windows,pm_2d78368df402,toronto,CA,0,-1
u_4060,2026-01-01 22:07:14,ananya reddy,ananya.reddy@outlook.com,outlook.com,241.136.191.189,310d3989dbb8c0df,android,pm_f4ff47167ab8,london,GB,0,-1
u_2331,2026-01-01 22:15:27,chen chopra,chen.chopra528@gmail.com,gmail.com,143.64.133.162,267743411f7c96af,android,pm_e9e10e9552f2,new_york,US,0,-1
u_3529,2026-01-01 22:27:05,vikram hussain,vikram.hussain866@hotmail.com,hotmail.com,246.124.204.49,b58f5d92504f3a97,linux,pm_74d19d8fab2c,toronto,CA,0,-1
u_825,2026-01-01 22:50:44,arjun iyer,arjun.iyer686@company.com,company.com,249.210.230.254,7c954ba8e9a642e6,ios,pm_4a28d8f40cec,chennai,IN,0,-1
u_4216,2026-01-01 23:57:38,james park,james.park@yahoo.com,yahoo.com,239.14.216.190,f66ca508019d7364,macos,pm_a1627f385183,london,GB,0,-1
u_3451,2026-01-02 00:45:54,aditi zhang,aditi.zhang@yahoo.com,yahoo.com,166.214.223.26,3da667e5ec35f351,macos,pm_0bcf308c71a4,chennai,IN,0,-1
u_1560,2026-01-02 00:53:27,kumar singh,kumar.singh@company.com,company.com,8.112.15.29,93ba91e353536fd8,macos,pm_41d6aa6fa263,ahmedabad,IN,0,-1
u_2853,2026-01-02 01:21:11,priya park,priya.park@proton.me,proton.me,24.214.173.113,0bbe0c0df878bf26,windows,pm_fed7436e9b56,mumbai,IN,0,-1
u_2041,2026-01-02 01:34:28,hiroshi joshi,hiroshi.joshi891@yahoo.com,yahoo.com,87.182.162.94,1aa74c3bec378ce3,macos,pm_4ef1f8af8d4c,singapore,SG,0,-1
u_2076,2026-01-02 02:12:51,singh zhang,singh.zhang@outlook.com,outlook.com,165.48.8.96,db7ca6f9fa26e8f5,linux,pm_eeca3829705f,london,GB,0,-1
u_2156,2026-01-02 03:05:59,pooja khan,pooja.khan@yahoo.com,yahoo.com,171.108.246.55,2930866db8a04b88,windows,pm_13e3a0649f9d,new_york,US,0,-1
u_1129,2026-01-02 04:07:24,emma mishra,emma.mishra@gmail.com,gmail.com,52.147.161.105,61354033c9e58d7d,linux,pm_8c7ad224c149,singapore,SG,0,-1
u_310,2026-01-02 04:51:03,ravi wilson,ravi.wilson@proton.me,proton.me,24.202.18.158,3f7dc41dbed322bf,macos,pm_ecaa183331f8,chennai,IN,0,-1
u_4568,2026-01-02 04:57:46,deepika yang,deepika.yang333@gmail.com,gmail.com,63.249.123.7,650a67db29db2b1c,macos,pm_fbc5e609cef0,bangalore,IN,0,-1
u_4818,2026-01-02 05:21:56,ali jones,ali.jones@company.com,company.com,222.3.149.32,101cdc7e87b68359,ios,pm_b2d3810afcbc,chennai,SG,0,-1
u_5450,2026-01-02 05:30:50,james smith,james.smith269@gmail.com,gmail.com,54.188.119.26,add7c1bfbb264a87,ios,pm_6ef7740cb54e,toronto,CA,0,-1
u_5555,2026-01-02 06:33:24,sophia gupta,sophia.gupta@proton.me,proton.me,131.147.146.181,69bebc0bad23573a,windows,pm_66a0569d0513,ahmedabad,IN,0,-1
u_5018,2026-01-02 07:23:41,gaurav chopra,gaurav.chopra@proton.me,proton.me,240.58.182.80,08956f0f76795adb,windows,pm_3ac5e3c3bbb4,chennai,IN,0,-1
u_3227,2026-01-02 09:11:16,sharma garcia,sharma.garcia@hotmail.com,hotmail.com,142.1.47.87,82b10b1c16511829,windows,pm_f11de899eb75,mumbai,IN,0,-1
u_4172,2026-01-02 11:19:02,fatima hussain,fatima.hussain998@outlook.com,outlook.com,228.112.63.114,84614389ec5888dc,android,pm_e4c912c5b7c9,bangalore,IN,0,-1
u_3758,2026-01-02 11:38:54,isha liu,isha.liu911@outlook.com,outlook.com,2.52.128.242,cbbd0b39700aa146,android,pm_8cb0b4bb65ce,dubai,AE,0,-1
u_4745,2026-01-02 11:59:47,arjun das,arjun.das@company.com,company.com,17.210.221.121,303e4ecc5cb8c49e,macos,pm_fcd3b187c903,delhi,IN,0,-1
u_908,2026-01-02 12:26:01,neha mehta,neha.mehta@company.com,company.com,184.172.4.121,09933c6f0417daf2,android,pm_3a0db379eb50,london,GB,0,-1
u_6483,2026-01-02 12:29:01,mei gupta,mei.gupta287@proton.me,proton.me,187.196.70.237,1fb548f8f12ccd85,windows,pm_e27454677197,pune,IN,0,-1
u_1220,2026-01-02 14:09:53,amit miller,amit.miller@company.com,company.com,156.141.245.200,7dbb8fb93ce37016,ios,pm_0f5bfdba0102,kolkata,IN,0,-1
u_6056,2026-01-02 14:32:38,aditi verma,aditi.verma@gmail.com,gmail.com,113.83.220.143,0f3ac605179b102a,linux,pm_a565d1409bc1,london,GB,0,-1
u_5873,2026-01-02 15:28:41,akash ali,akash.ali84@company.com,company.com,24.151.149.69,a7ddf5c5656c7065,macos,pm_d76bc559ef74,new_york,IN,0,-1
u_2338,2026-01-02 16:36:21,mei park,mei.park745@gmail.com,gmail.com,114.165.59.121,c3b5c9124ec503ec,android,pm_4c318fa5cb89,ahmedabad,IN,0,-1
u_6428,2026-01-02 16:38:41,william mishra,william.mishra954@hotmail.com,hotmail.com,86.233.239.52,8d0a61af22b93edf,linux,pm_f77ef4688113,bangalore,IN,0,-1
u_1132,2026-01-02 16:54:39,amit li,amit.li@hotmail.com,hotmail.com,4.125.164.145,233166291ce4b5a9,macos,pm_ec294dbd5c9d,san_francisco,US,0,-1
u_8674,2026-01-02 16:57:31,mei.pandey,mei.pandey+trial0@gmail.com,gmail.com,228.47.174.171,50ab93fbdec70c4e,windows,pm_256abc29332c,singapore,SG,1,548
u_6634,2026-01-02 17:26:40,mei h.,mei.h.@hotmail.com,hotmail.com,203.67.188.89,31cf23ebcbf98567,android,pm_eef86835e7e9,ahmedabad,IN,1,31
u_2239,2026-01-02 17:52:35,aarav lee,aarav.lee@gmail.com,gmail.com,252.41.79.163,675014b9cd208aa9,windows,pm_3d5758fcf24e,london,GB,0,-1
u_8675,2026-01-02 17:53:31,MEI PANDEY,mei.pandey@mailinator.com,mailinator.com,228.47.174.73,50ab93fbdec70c4e,macos,pm_256abc29332c,singapore,SG,1,548
u_1300,2026-01-02 18:30:39,wei yang,wei.yang@company.com,company.com,246.174.161.252,5f644480375b784c,macos,pm_aed789aed88a,singapore,SG,0,-1
u_6637,2026-01-02 18:47:40,Mei Hussain,mei.hussain+trial3@outlook.com,outlook.com,203.67.188.143,bd802f5cea2efd09,android,pm_eef86835e7e9,ahmedabad,IN,1,31
u_6635,2026-01-02 18:51:40,mei hussain90,mei.hussain90320@outlook.com,outlook.com,203.67.188.182,bd802f5cea2efd09,android,pm_eef86835e7e9,ahmedabad,IN,1,31
u_5160,2026-01-02 19:12:46,kumar mehta,kumar.mehta@hotmail.com,hotmail.com,90.64.103.8,77150ef0ee45763d,windows,pm_5eb6c29c1c88,san_francisco,US,0,-1
u_295,2026-01-02 19:22:51,kumar zhang,kumar.zhang@hotmail.com,hotmail.com,246.244.127.219,5e81fb164672dd4b,linux,pm_d943bf3e7b48,kolkata,IN,0,-1
u_6636,2026-01-02 20:12:40,mei h.,mei.h.@hotmail.com,hotmail.com,203.67.188.8,5e77639c46947844,android,pm_eef86835e7e9,ahmedabad,IN,1,31
u_4515,2026-01-02 20:13:10,aditi iyer,aditi.iyer@proton.me,proton.me,131.212.91.81,32c2ab6931505bcc,android,pm_d03629286594,new_york,US,0,-1
u_1772,2026-01-02 20:34:30,neha smith,neha.smith@hotmail.com,hotmail.com,109.75.111.25,9c37ee0680f32521,windows,pm_3f59bce13db6,bangalore,IN,0,-1
u_4237,2026-01-02 20:35:55,sneha pandey,sneha.pandey@yahoo.com,yahoo.com,196.211.96.128,8f8ca6b6ee0fae46,linux,pm_d2bfb1db1857,pune,IN,0,-1
u_3651,2026-01-02 21:10:09,hassan miller,hassan.miller@gmail.com,gmail.com,252.187.24.178,a240544b6a427a75,windows,pm_1028f08585b4,hyderabad,AE,0,-1
u_6452,2026-01-02 21:44:00,sophia kumar,sophia.kumar482@yahoo.com,yahoo.com,81.77.135.41,c8d0850c562ddc14,macos,pm_9581dfbd2643,bangalore,IN,0,-1
u_3475,2026-01-02 21:54:04,patel smith,patel.smith731@company.com,company.com,247.67.110.173,0d92c0c0a9f8c849,windows,pm_13cdadf2b74f,kolkata,IN,0,-1
u_4429,2026-01-02 22:27:44,jessica mehta,jessica.mehta@company.com,company.com,57.134.46.178,d7d8d4aae1b8c3b7,linux,pm_b6b0d77a38ee,san_francisco,US,0,-1
u_1113,2026-01-02 22:40:51,david das,david.das896@outlook.com,outlook.com,166.58.226.76,8dfdd48ed2cb762f,ios,pm_ccef7456c802,delhi,IN,0,-1
u_6195,2026-01-02 23:44:20,james garcia,james.garcia715@hotmail.com,hotmail.com,213.12.81.158,e3751646409ed079,ios,pm_1f247fd6cfb9,dubai,AE,0,-1
u_4203,2026-01-03 00:57:27,patel verma,patel.verma670@company.com,company.com,225.51.139.244,e98a60a30d7332c6,android,pm_fd33a82cd635,chennai,IN,0,-1
u_4949,2026-01-03 01:35:09,mohammed jones,mohammed.jones748@outlook.com,outlook.com,28.183.192.130,10c17866e9f42f76,macos,pm_447616690ec1,new_york,US,0,-1
u_3637,2026-01-03 01:37:26,mohammed williams,mohammed.williams641@company.com,company.com,130.14.179.41,865b7100361f39f9,windows,pm_4881de6f5b0d,ahmedabad,IN,0,-1
u_1309,2026-01-03 02:02:12,kumar wong,kumar.wong@company.com,company.com,249.74.112.208,a55dac3fbb68bed6,macos,pm_99829db6614c,toronto,CA,0,-1
u_5511,2026-01-03 02:02:35,william davis,william.davis@gmail.com,gmail.com,184.238.59.77,064c554c55ea2bf3,ios,pm_d06124dfbdf1,new_york,US,0,-1
u_4769,2026-01-03 02:33:39,sarah smith,sarah.smith431@yahoo.com,yahoo.com,153.86.246.107,83a735b0e38cd5b4,macos,pm_6ee2e0dfc7b3,san_francisco,US,0,-1
u_815,2026-01-03 03:05:18,emily ahmed,emily.ahmed@company.com,company.com,93.202.121.17,1af9d891caada834,android,pm_55d4f8f9ebbf,pune,IN,0,-1
u_2969,2026-01-03 03:51:36,john chopra,john.chopra@company.com,company.com,104.196.56.197,663d29113db89472,android,pm_ee2e97b1fc48,delhi,IN,0,-1
u_2193,2026-01-03 04:20:03,karthik mishra,karthik.mishra@company.com,company.com,80.14.81.182,adf53d8770355a4b,linux,pm_088902a2c0cd,chennai,IN,0,-1
u_5356,2026-01-03 04:26:12,patel garcia,patel.garcia@outlook.com,outlook.com,102.103.198.70,efe3d3fcd1c34bac,ios,pm_cd00c00fd456,san_francisco,US,0,-1
u_4484,2026-01-03 04:28:33,sharma wang,sharma.wang@proton.me,proton.me,21.31.104.74,0bf912d193dfbcbf,android,pm_b13b6645d491,new_york,US,0,-1
u_5832,2026-01-03 05:58:53,li wang,li.wang@gmail.com,gmail.com,194.67.108.156,703858cf2529e644,ios,pm_b64b1fd0aac5,delhi,IN,0,-1
u_5189,2026-01-03 06:36:31,emma jones,emma.jones325@hotmail.com,hotmail.com,230.140.81.29,27188342271f362c,linux,pm_941aaee088f3,bangalore,IN,0,-1
u_1581,2026-01-03 07:02:54,hiroshi reddy,hiroshi.reddy@outlook.com,outlook.com,110.16.14.193,0e64a600964058e8,linux,pm_01011f814f2f,ahmedabad,IN,0,-1
u_7363,2026-01-03 07:27:23,gaurav g.,gaurav.g.+trial0@mailinator.com,mailinator.com,96.22.6.158,9db7f71f0df4d88c,windows,pm_7e7391724546,chennai,IN,1,207
u_5348,2026-01-03 07:27:28,noah kumar,noah.kumar60@gmail.com,gmail.com,199.199.243.50,96cd43c6a408588d,android,pm_fea7c2e942e3,dubai,AE,0,-1
u_4603,2026-01-03 08:26:16,rahul zhang,rahul.zhang@proton.me,proton.me,204.95.65.225,6360357a278906a5,ios,pm_f94e384bfd3f,ahmedabad,IN,0,-1
u_7364,2026-01-03 08:48:23,gaurav gupta5,gaurav.gupta5@hotmail.com,hotmail.com,96.22.6.158,9db7f71f0df4d88c,windows,pm_7335de310d6b,ahmedabad,IN,1,207
u_535,2026-01-03 09:18:32,hiroshi khan,hiroshi.khan@outlook.com,outlook.com,170.35.137.64,cefcd5965af66285,macos,pm_68b71fcc1ad6,chennai,IN,0,-1
u_3482,2026-01-03 10:29:02,emma miller,emma.miller@gmail.com,gmail.com,88.117.55.2,c36968561306ab73,linux,pm_f502b67e323a,hyderabad,IN,0,-1
u_2838,2026-01-03 10:38:36,aisha iyer,aisha.iyer720@company.com,company.com,118.236.51.138,21cdae4edc58618c,windows,pm_81e57158560a,singapore,SG,0,-1
u_7543,2026-01-03 11:47:32,karthik ahmed81,karthik.ahmed81@proton.me,proton.me,148.246.78.164,ea0c8f83437c425f,macos,pm_f11ca84ac833,chennai,IN,1,250
u_7544,2026-01-03 12:06:32,karthik ahmed9,karthik.ahmed9@company.com,company.com,148.246.78.168,42459b928cb8c819,macos,pm_f11ca84ac833,chennai,IN,1,250
u_7545,2026-01-03 12:29:32,karthik a.,karthik.a.842@guerrillamail.com,guerrillamail.com,148.246.78.168,42459b928cb8c819,android,pm_f11ca84ac833,ahmedabad,IN,1,250
u_6363,2026-01-03 12:58:13,sneha wong,sneha.wong@yahoo.com,yahoo.com,251.233.146.189,163aa14a36d56d4f,linux,pm_aa8e7b946993,bangalore,IN,0,-1
u_5024,2026-01-03 13:21:55,ali zhang,ali.zhang685@outlook.com,outlook.com,186.21.9.230,ddfac210580fa0be,ios,pm_a6f3b4a90f1a,dubai,AE,0,-1
u_3467,2026-01-03 13:33:53,mohammed pandey,mohammed.pandey@company.com,company.com,34.112.92.236,7fda9544ad38869f,android,pm_ff437af99c80,dubai,AE,0,-1
u_37,2026-01-03 14:36:13,ravi gupta,ravi.gupta@company.com,company.com,232.231.10.2,95b96271532b8e8e,macos,pm_7b0eae3b8d01,london,GB,0,-1
u_6121,2026-01-03 15:20:59,pooja gupta,pooja.gupta@gmail.com,gmail.com,203.107.119.2,f841d3d7e1d02f3c,linux,pm_3c8d2c508831,delhi,IN,0,-1
u_2012,2026-01-03 15:34:26,amit verma,amit.verma@yahoo.com,yahoo.com,172.164.177.132,2745536f472ff100,android,pm_6065cea278fd,chennai,IN,0,-1
u_836,2026-01-03 15:58:56,sanjay hussain,sanjay.hussain@outlook.com,outlook.com,147.78.212.249,c7b86fb04685186b,macos,pm_b0246cdf1484,bangalore,IN,0,-1
u_2580,2026-01-03 16:10:31,arjun wilson,arjun.wilson389@company.com,company.com,192.249.75.72,05557dbe87c850dd,android,pm_2f42c3460bcb,dubai,AE,0,-1
u_3592,2026-01-03 16:24:14,patel ahmed,patel.ahmed@yahoo.com,yahoo.com,30.107.128.81,2674ad673ba70c51,android,pm_1ed81a7e7efb,chennai,IN,0,-1
u_5369,2026-01-03 17:48:56,aditi jones,aditi.jones425@company.com,company.com,105.251.199.196,166d6f339d611bee,windows,pm_26716da3206f,dubai,AE,0,-1
u_6066,2026-01-03 18:34:43,james yang,james.yang97@gmail.com,gmail.com,34.103.2.82,7c529a6b5e38a8a9,ios,pm_2cc900a3029a,new_york,US,0,-1
u_3432,2026-01-03 19:07:50,fatima yang,fatima.yang@hotmail.com,hotmail.com,60.73.86.148,3ea18a7ce6709f43,ios,pm_770da18e7622,delhi,IN,0,-1
u_4348,2026-01-03 20:39:34,vikram khan,vikram.khan@proton.me,proton.me,227.240.22.244,bd100303edc4fd19,windows,pm_62a35b6ff656,pune,IN,0,-1
u_3407,2026-01-03 22:48:48,sharma chen,sharma.chen@company.com,company.com,125.46.149.188,589bf3712cc8bd39,ios,pm_bfe5793818e9,hyderabad,IN,0,-1
u_3698,2026-01-03 23:46:31,patel liu,patel.liu@company.com,company.com,175.227.186.94,5820582aa7960a19,ios,pm_1ca7b11892e3,hyderabad,IN,0,-1
u_1992,2026-01-04 00:20:38,ananya liu,ananya.liu662@yahoo.com,yahoo.com,13.134.156.30,1f1b06c48d56906b,macos,pm_28714094a383,ahmedabad,IN,0,-1
u_5098,2026-01-04 01:11:41,ananya jones,ananya.jones@company.com,company.com,220.81.151.181,4606d794506251a4,linux,pm_14d95655dbbd,san_francisco,US,0,-1
u_8274,2026-01-04 01:38:12,sanjay p.,sanjay.p.@guerrillamail.com,guerrillamail.com,83.203.62.66,1f721b6801704f4f,android,pm_6e62e45d6c13,london,GB,1,440
u_8276,2026-01-04 01:54:12,Sanjay Patel,sanjay.patel+trial2@company.com,company.com,83.203.62.196,e0119b5badf91e1c,linux,pm_6e62e45d6c13,london,GB,1,440
u_8275,2026-01-04 02:23:12,sanjay.patel,sanjay.patel883@proton.me,proton.me,83.203.62.196,1f721b6801704f4f,android,pm_6e62e45d6c13,london,GB,1,440
u_4068,2026-01-04 02:50:52,john hussain,john.hussain328@yahoo.com,yahoo.com,253.137.213.115,75c15cda141c0e15,android,pm_7ef571af187e,mumbai,IN,0,-1
u_424,2026-01-04 04:05:03,jessica gupta,jessica.gupta@yahoo.com,yahoo.com,58.93.73.141,8f0b3329055044ed,windows,pm_e9fd8cd0f33d,new_york,US,0,-1
u_9016,2026-01-04 05:05:07,Hassan Davis,hassan.davis@yopmail.com,yopmail.com,253.192.139.205,847a3bbf0a7be568,macos,pm_9b01045b7d88,london,GB,1,636
u_7127,2026-01-04 05:27:11,Emma Mehta,emma.mehta@tempmail.com,tempmail.com,78.131.132.125,0e4f5b6624f70131,ios,pm_6ce3fcd4b507,hyderabad,IN,1,153
u_9017,2026-01-04 05:28:07,hassan davis76,hassan.davis76292+trial1@company.com,company.com,253.192.139.136,b71323d05a49c79a,macos,pm_9b01045b7d88,london,GB,1,636
u_2818,2026-01-04 05:31:51,isha mehta,isha.mehta@hotmail.com,hotmail.com,101.25.195.60,0347fd514e6aecb8,linux,pm_bcf94bd80753,new_york,US,0,-1
u_6137,2026-01-04 06:02:06,patel miller,patel.miller@gmail.com,gmail.com,50.210.105.130,cc89285e9277e981,macos,pm_7d4f941c3e1a,chennai,IN,0,-1
u_7128,2026-01-04 06:10:11,emma.mehta,emma.mehta985@yopmail.com,yopmail.com,78.131.132.75,9e8fdff4bc7ad7c0,windows,pm_6ce3fcd4b507,hyderabad,IN,1,153
u_9018,2026-01-04 06:13:07,hassan d.,hassan.d.9+trial2@yopmail.com,yopmail.com,253.192.139.205,847a3bbf0a7be568,macos,pm_9b01045b7d88,london,GB,1,636
u_7129,2026-01-04 07:03:11,emma.mehta,emma.mehta@proton.me,proton.me,78.131.132.172,0e4f5b6624f70131,windows,pm_6ce3fcd4b507,hyderabad,IN,1,153
u_468,2026-01-04 07:47:24,jessica reddy,jessica.reddy@gmail.com,gmail.com,233.84.103.194,dff03d6683437afc,android,pm_9e14b10f4d95,hyderabad,IN,0,-1
u_4753,2026-01-04 08:22:09,olivia joshi,olivia.joshi260@company.com,company.com,41.177.44.124,88a10ee647bdec83,ios,pm_4ff83d0a4de0,delhi,IN,0,-1
u_7132,2026-01-04 08:22:11,emma.mehta,emma.mehta582@gmail.com,gmail.com,78.131.132.241,df1b2650ed683972,windows,pm_924593e8a210,hyderabad,IN,1,153
u_7131,2026-01-04 08:39:11,emma m.,emma.m.@yahoo.com,yahoo.com,78.131.132.91,f4405a8bd050a997,windows,pm_3df387c3b41d,hyderabad,IN,1,153
